mobile_language|english|français|polski|nederlands|deutsch|italiano|español|português
physiotherapist|physiotherapist|kinésithérapeute|fizjoterapeuta|fysiotherapeut|physiotherapeut|fisioterapista|fisioterapeuta|fisioterapeuta|Physiotherapeut
speech therapist|speech therapist|logopède|logopeda|logopedist|sprachtherapeut|logopedista|logopeda|terapeuta da fala|Sproochtherapeut
oculist|oculist|oculiste|okulista|oogarts|augenarzt|oculista|oculista|oculista|Oculist
ophthalmologist|ophthalmologist|ophtalmologue|okulista|oogarts|augenarzt|oftalmologo|oftalmólogo|oftalmologista|Ophthalmolog
orthopedic|orthopedic|orthopédiste|ortopedyczny|orthopedische|orthopäde|ortopedico|ortopedista|ortopedista|Orthoped
ear nose and throat|ear,	nose and throat|oto-rhino-laryngologue|uszu, nosa i gardła|oor,	neus en keel|hals, nasen, ohren|otorinolaringoiatra|otorrinolaringólogo|otorrinolaringologista|Ouer, Nues a Strass
pediatrician|pediatrician|pédiatre|pediatra|kinderarts|kinderarzt|pediatra|pediatra|pediatra|Pediater
podiatrist|podiatrist|podologue|podiatrist|podoloog|podologe|podologo|podólogo|podólogo|Podolog
lung specialist|lung specialist|pneumologue|specjalista płuc|longarts|lungenspezialist|pneumologo|neumólogo|pneumologista|Pneumolog
phlebologist|phlebologist|phlébologue|phlebologist|fleboloog|phlebologe|flebologo|flebólogo|flebólogo|Phlebolog
rheumatologist|rheumatologist|rhumatologue|reumatolog|reumatoloog|rheumatologe|reumatologo|reumatólogo|reumatologista|Rheumatolog
urologist|urologist|urologue|urolog|uroloog|urologe|urologo|urólogo|urologista|Urolog
senologist|senologist|sénologue|senologist|senologist|senologe|senologo|mastólogo|mastologista|Senolog
radiologist|radiologist|radiologue|radiolog|radioloog|radiologe|radiologo|radiólogo|radiologista|Radiolog
bandagist|bandagist|bandagiste|bandagist|bandagist|Bandagist|bandagist|bandagist|bandagist|Bandagist
audiologist|audiologist|audiologue|audiolog|audioloog|audiologe|audiologo|audiólogo|audiologista|Audiologist
sports doctor|sports doctor|médecin sportif|lekarz sportowy|sportarts|Sportarzt|medico di sport|médico del deporte|médico de esportes|Sportdokter
neurologist|neurologist|neurologue|lekarz nerwowy|zenuwarts|Neurologe|neurologo|neurólogo|neurologista|Neurolog
veterinary|veterinary|vétérinaire|weterynaryjny|dierenarts|Veterinär|veterinario|veterinario|veterinário|Veterinär
anesthetist|anesthetist|anésthésiste|anestetysta|anesthesist|anästhesist|anestesista|anestesista|anestesista|Anesthesist
sexologist|sexologist|sexologue|seksuolog|seksuoloog|Sexualforscher|sessuologo|sexólogo|sexologista|Sexolog
endocrinologist|endocrinologist|endocrinologue|endokrynolog|endocrinoloog|Endokrinologe|endocrinologo|endocrinólogo|endocrinologista|Endokrinolog
nephrologist|nephrologist|néphrologue|nefrolog|nefroloog|Nephrologe|nefrologo|nefrólogo|nefrologista|Nephrolog
oncologist|oncologist|oncologue|onkolog|oncoloog|onkologe|oncologo|oncólogo|oncologista|Onkolog
alt medicines|alternative medicines|Médecines douces|alternatywne lekarstwa|alternatieve medicijnen|alternative Medizin|Medicine alternative|Medicina alternativa|Medicina alternativa|Alternativ Medikamenter
acupuncturist|acupuncturist|acupuncteur|akupunktury|acupuncteur|akupunktur|agopuntore|acupunturista|acumputurista|Akupunkteur
chiropractor|chiropractor|chiropraticien|kręgarz|chiropraxie|chiropraktiker|chiropratico|quiropráctico|quiroprático|Chiropraktiker
dietitian|dietitian|diététiste|dietetyk|diëtist|ernährungsberater|nutizionista|nutricionista|nutricionista|Diätist
homeopath|homeopath|homéopathe|homeopata|homeopaat|homöopath|omeopata|homeópata|homeopata|Homöopath
kinesiologist|kinesiologist|kinesiologue|kinesiologist|kinesiologist|kinesiologe|fisioterapista|quinesiólogo|cinesiologista|Kinesiolog
osteopath|osteopath|ostéopathe|osteopata|osteopaat|osteopath|osteopata|osteópata|osteopata|Osteopath
sophrologist|sophrologist|sophrologue|sophrologist|sophrologist|sophrologe|sofrologo|sofrólogo|sofrologista|Sophrolog
art-therapist|art-therapist|art-therapeute|terapeuta sztuki|creatief therapeut|kunsttherapeut|arte-terapeuta|arte-terapeuta|arte-terapeuta|Konschttherapeut
psychoanalyst|psychoanalyst|psychanalyste|psychoanalityk|psychoanalyticus|psychonanalytiker|psicanalista|psicoanalista|psicanalista|Psychoanalyst
psychiatrist|psychiatrist|psychiatre|psychiatra|psychiater|psychiater|psichiatra|psiquiatra|psiquiatra|Psychiater
psychomotor|psychomotor|psychomotricien|psychoruchowe|psychomotorische|psychomotoriker|psicomotricista|psicomotricista|psicomotricista|Psychomotoriker
psychologist|psychologist|psychologue|psycholog|psycholoog|psychologe|psicologo|psicólogo|psicólogo|Psycholog
psychotherapist|psychotherapist|psychothérapeute|psychoterapeuta|psychotherapeut|psychotherapeut|psicoterapeuta|psicoterapeuta|psicoterapeuta|Psychotherapeut
beautician|beautician|esthéticien|kosmetyczka|schoonheidsspecialist|kosmetikerin|estetista|esteticista|esteticista|Estheticien
hairdresser|hairdresser|coiffeur|fryzjer|kapper|friseur|parrucchiere|peluquero|cabeleireiro|Coiffeur
masseur|masseur|masseur|masażysta|masseur|massagetherapeut|massaggiatore|masajista|massagista|Masséierer
pedicure|pedicure|pédicure|pedicure|pedicure|pedicure|pedicura|pedicura|pedicura|Pedicure
tattooist|tattooist|tatoueur|tattooist|tatoeëerder|tätowierer|tatuatore|tatuador|tatuador|Tatoueur
nurse|nurse|infirmier|pielęgniarka|verpleegster|krankenpfleger|infermiera|enfermero|enfermeiro|Infirmier
secretary|secretary|secrétaire|sekretarz|secretaris|sekretär|segretaria|secretário|secretário|Sekretär
realtor|realtor|agent immobilier|pośrednik|vastgoed makelaar|immobilienmakler|agente immobiliare|agente inmobiliario|agente imobiliário|Immobiliemakler
agent|agent|agent|agent|agent|agent|agente|agente|funcionário|Agent
broker|broker|courtier|pośrednik|makelaar|makler|broker|corredor|corretor de câmbios|Broker
manager|manager|responsable|kierownik|manager|manager|responsabile|responsable|decisor|Manager
lawyer|lawyer|avocat|prawnik|advocaat|anwalt|avvocato|abogado|advogado|Affekot
judge|judge|juge|sędzia|rechter|richter|giudice|juez|juiz|Riichter
notary|notary|notaire|notariusz|notaris|notar|notaio|notario|notário|Notaire
salesperson|sales person|délégué commercial|sprzedawca|afgevaardigde|vertriebspersonal|rappresentante commerciale|delegado comercial|delegado comercial|Verkeefer
other pro|other profession|autre profession|inny zawód|ander beroep|anderer Beruf|altra professione|otra profesión|outra profissão|aner Beruff
prof sector|Industry/sector|Secteur d'activité|Przemysł|Industrie/sector|Industrie/Branche|Settore di attività|Sector de actividad|Setor de atividade|Industrie/Secteur
medical sector|Medical sector|Secteur médical|Sektor medyczny|Medische sector|Medizinische Branche|Settore medico|Sector médico|Setor médico|Medizinesche Secteur
general medecine|general medecine|médecine générale|medycyna ogólna|algemene geneeskunde|allgemeinmedizin|medicina generica|medicina general|clínica geral|Allgemeng Medezin
specialized medecine|specialized medecine|médecine spécialisée|medycyny specjalistycznej|gespecialiseerde geneeskunde|Spezialisierte Medizin|medicina specializzata|medicina especializada|medicina especializada|Spezialiséiert Medezin
dental clinic|dental clinic|clinique dentaire|klinika dentystyczna|tandheelkundige kliniek|Zahnarztpraxis|clinica dentale|clínica dental|clínica odontológica|Zahnarztklinik
private practice|private practice|cabinet privé|prywatna praktyka|particuliere praktijk|Private Praxis|studio privato|consultorio privado|consultório particular|Privat Praxis
laboratory|laboratory|laboratoire|laboratorium|laboratorium|Labor|laboratorio|laboratorio|laboratório|Labo
medical secretariat|medical secretariat|secrétariat médical|sekretarka medyczna|medisch secretariaat|Medizinisches Sekretariat|segreteria medica|secretaría médica|secretariado médico|Medizinescht Sekretariat
multidis clinic|multidisciplinary clinic|clinique multidisciplinaire|wielodyscyplinarny clinic|multidisciplinaire kliniek|Multidisziplinäre Praxis|clinica multidisciplinare|clínica multidisciplinaria|clínica multidisciplinar|Multidisziplinär Klinik
hospital|hospital|hopital|szpital|ziekenhuis|Krankenhaus|ospedale|hospital|hospital|Spidol
wellness and aesthetic|Wellness and aesthetic|Bien être et esthétique|Zdrowotne i estetyczne|Wellness en esthetische|Wellness und Ästhetik|Benessere ed estetica|Bienestar y estética|Bem-estar e estética|Wellness a Ästhetik
alternative medicine|alternative Medicine|Medecine douce|Medycyna alternatywna|alternatieve geneeskunde|alternative Medizin|Medicina alternativa|Medicina alternativa|Medicina alternativa|Alternativ Medezin
psychology|Psychology|Psychologie|Psychologia|psychologie|Psychologie|Psicologia|Psicología|Psicologia|Psychologie
aesthetic & wellness|aesthetic & wellness|Esthétique & bien être|Estetyka i wellness|esthetiek en welzijn|Beauty & Wellness|Estetica & benessere|Estética y bienestar|Estética e bem estar|Ästhetik & Wellness
fitness|Fitness|Centre de fitness|Siłownia|fitnesscentrum|Fitnesscenter|Centro fitness|Centro de fitness|Centro de fitness|Fitness
clairvoyance|Clairvoyance|Voyance|Jasnowidzenie|Helderziendheid|Hellseherei|Chiaroveggenza|clarividencia|Clarividência|Hellseherei
agences & services|agences & services|agences & services|agencje i usługi|agentschappen en diensten|agenturen & Dienste|agenzie e servizi|agencias y servicios|agências e serviços|Agence & Servicer
legal sector|legal sector|profession libérale|sektor prawny|juridische sector|Rechtsbereich|professione liberale|profesión liberal|profissão liberal|Rechtsberäich
real estate|real estate|immobilier|nieruchomość|vastgoed|Immobilien|immobiliare|inmobiliario|imobiliário|Immobilien
outplacement|outplacement|agence d'interim|urząd okresowe|interim office|Vermittlungsbüro|agenzia interinale|agencia de trabajo temporal|agência temporária|Interimsbüro
recruitment|recruitment|recrutement|rekrutacja|werving|Rekrutierung|reclutamento|reclutamiento|recrutamento|Rekrutéierung
gaming|Gaming|Jeux et distraction|Gry i rozrywki|Gaming & afleiding|Gaming|Giochi e animazione|Juegos y entretenimiento|Jogos e entretenimento|Spiller a Spaass
consultancy|consultancy|conseil|doradztwo|consultancy|Beratung|consulenza|consultoría|aconselhamento|Berodung
commercial division|commercial division|division commerciale|Wydział|commerciële afdeling|Vertriebsabteilung|divisione commerciale|división comercial|divisão comercial|Handelsdivisioun
automotive maintenance|automotive maintenance|maintenance automobile|automotive konserwacji|auto-onderhoud|Fahrzeugwartung|manutenzione automobile|mantenimiento automóviles|manutenção automóvel|Autoservice
public service|public service|service publique|public service|overheidsdienst|Öffentliche Dienste|servizio pubblico|servicio público|serviço público|Ëffentlechen Déngscht
financial|Financial|Financier|Financial|FinacIëel|Finanzen|Finanza|Finanzas|Financeiro|Finanziell
insurance|Insurance|assurance|Ubezpieczenie|Verzekering|Versicherungen|assicurazione|Seguros|Seguro|Versécherung
bank|Bank|Banque|Bank|Bank|Bankwesen|Banca|Banco|Banca|Bank
fiscal|Fiscal|Fiscal|Fiskalny|Fiscale|Steuern|Fiscale|Fiscal|Fiscal|Fiskal
accounting|accounting|Comptabilité|Rachunkowości|accounting|Buchhaltung|Contabilità|Contabilidad|Contabilidade|Buchhaltung
building|Building|Construction|Budowa|Gebouw|Bau|Costruzione|Construcción|Construção|Bauen
structural|Structural work|Gros oeuvre|Roboty budowlane|Ruwbouw|Rohbauarbeiten|Lavori strutturali|Obras gruesas|Grandes obras|Strukturaarbecht
completion|Completion|Parachèvement|Ukończenie|Voltooiing|Fertigstellung|Finiture|Finalización|acabamentos|Ofschlossaarbecht
heating|Heating|Chauffage|Ogrzewanie|Verwarming|Heizung|Riscaldamento|Calefacción|aquecimento|Heizung
electricity|Electricity|Electricité|Elektryczność|Elektriciteit|Strom|Elettricità|Electricidad|Eletricidade|Elektrizitéit
I am new to Mobminder|I am new to Mobminder|je suis nouveau sur Mobminder|jestem nowy w Mobminder|ik ben nieuw bij Mobminder|Ich bin neu bei Mobminder|sono nuovo di Mobminder|Soy nuevo en Mobminder|sou novo no Mobminder|ech sinn nei bei Mobminder
smappmenu notifications|Notifications|Notifications|Powiadomienia|Meldingen|Benachrichtigungen|Notificazioni|Notificaciones|Notificações|Notifikatiounen
smappmenu display options|Display options|Options d'affichage|opcje wyświetlania|weergaveopties|anzeigeoptionen|Opzioni di visualizzazione|opciones de visualización|opções da visualização|Optioune weisen
smappmenu chats|chat sessions|conversations|rozmowy|chatsessies|unterhaltungen|conversazioni|conversaciones|conversas|Chats
smappmenu agenda|agenda|agenda|programie|agenda|Tagesordnung|agenda|agenda|agenda|Agenda
smappmenu notif none|no notification|pas de notification|brak powiadomienia|geen melding|keine Benachrichtigung|nessuna notifica|sin notificación|sem notificação|Keng Notifikatioun
smappmenu notif in day|changes in the current day|modifications dans le jour courant|zmiany w bieżącym dniu|veranderingen in de huidige dag|Änderungen am aktuellen Tag|cambiamenti nel giorno corrente|cambios en el día actual|mudanças no dia atual|Ännerungen um aktuellen Dag
smappmenu notif in week|changes in the current week|modifications dans la semaine courante|zmiany w bieżącym tygodniu|veranderingen in de huidige week|Änderungen in der aktuellen Woche|cambiamenti nella settimana corrente|cambios en la semana actual|mudanças na semana atual|Ännerungen an der aktueller Woch
please update application|a new version of this application is avalable.|une nouvelle version de l'application est disponible.|Nowa wersja tej aplikacji jest dostępna.|Een nieuwe versie van deze applicatie is beschikbaar.|Eine neue Version dieser Anwendung ist verfügbar.|Una nuova versione di questa applicazione è disponibile.|Una nueva versión de esta aplicación está disponible.|Uma nova versão desta aplicação está disponível.|Eng nei Versioun vun dëser Applikatioun ass verfügbar.
update now|update now|mettre à jour maintenant|zaktualizuj teraz|nu bijwerken|jetzt aktualisieren|aggiorna ora|actualizar ahora|atualizar agora|elo aktualiséieren
update later|remember me later|me le rappeler plus tard|przypomnij mi później|herinner me later|mich später erinnern|ricordamelo più tardi|recuérdame más tarde|lembre-me mais tarde|erënnert mech méi spéit
